ID,LogFC_x_Cha,LogFC_x_Man,LogFC_x_Kow,LogFC_x_Nor,LogFC_x_Mar,LogFC_x_Wah,LogFC_x_Fla,LogFC_x_Laz,LogFC_x_Ber,LogFC_x_Gro,LogFC_x_Sun,LogFC_x_Kir,Mean,Stdev,Gene,Counts
4600,,,,,-5.3864307855,,,,,,,,-5.3864307855,,Chil3,1
4601,-1.5694210996,,,,,,,,,,,,-1.5694210996,,Hmgxb3,1
4602,,,,,,,,,,,-1.1874494545,,-1.1874494545,,Gpx2-ps1,1
4603,,,,,-7.7601320284,,,,,,,,-7.7601320284,,Gm37101,1
4604,-1.6786081466,,,,,,,,,,,,-1.6786081466,,Ccdc86,1
4605,,,,,,,,,0.5219431932,,,,0.5219431932,,Flad1,1
4606,,,,,-5.6393175829,,,,,,,,-5.6393175829,,AI839979,1
4607,-0.246460912,,,,,,,,,,,,-0.246460912,,Aktip,1
4608,1.0605018379,,,,,,,,,,,,1.0605018379,,Ilkap,1
4609,,,,,1.1463535823,,,,,,,,1.1463535823,,Sardh,1
4610,4.8070316001,,,,,,,,,,,,4.8070316001,,Ahcyl1,1
4611,,,,,,,,,,,-1.6118928002,,-1.6118928002,,Snord14e,1
4612,,,,,,,,,,,6.6204075654,,6.6204075654,,Gm43909,1
4613,-1.5556512284,,,,,,,,,,,,-1.5556512284,,Tshz1,1
4614,2.1253676748,,,,,,,,,,,,2.1253676748,,Abce1,1
4615,-1.7166964334,,,,,,,,,,,,-1.7166964334,,Supt5,1
4616,,,,,,,,,,,2.0437377573,,2.0437377573,,Nol3,1
4617,,,,,,,,,,,1.046266855,,1.046266855,,Adora2b,1
4618,,,,,,,,,,,0.6025140414,,0.6025140414,,Clip3,1
4619,,,,,,,,,,,-1.7014351271,,-1.7014351271,,Ncr3-ps,1
4620,,,,,,,-2.14382626235833,,,,,,-2.14382626235833,,Lsm5,1
4621,,,,,,,0.962364652441659,,,,,,0.962364652441659,,Mir674,1
4622,,,,,,,,,0.6503589309,,,,0.6503589309,,Casp1,1
4623,2.5506008221,,,,,,,,,,,,2.5506008221,,Calm3,1
4625,,,,,,,,,,,1.4129960132,,1.4129960132,,Gm10425,1
4626,-3.1962101333,,,,,,,,,,,,-3.1962101333,,H2afj,1
4627,,,,,,,,,,,-0.3613068673,,-0.3613068673,,Pold2,1
4628,,,,,-2.5714754565,,,,,,,,-2.5714754565,,Gm43513,1
4629,1.0900366793,,,,,,,,,,,,1.0900366793,,Kifap3,1
4630,,,,,,,,,,,0.9499476045,,0.9499476045,,Slc16a5,1
4631,0.7488521626,,,,,,,,,,,,0.7488521626,,Ube2f,1
4633,,,,-0.7958373719,,,,,,,,,-0.7958373719,,Orc6,1
4634,,,,,,,,,,,-0.7608656443,,-0.7608656443,,Snx31,1
4635,,,,,-0.7389597312,,,,,,,,-0.7389597312,,Trrap,1
4636,,,,,,,,,,,-0.9166381154,,-0.9166381154,,Gm43863,1
4637,,,,,-1.052432634,,,,,,,,-1.052432634,,Poglut3,1
4638,,,,,,,,,,,-0.4367850331,,-0.4367850331,,Bcorl1,1
4639,-2.4598785483,,,,,,,,,,,,-2.4598785483,,Skp2,1
4640,1.1830780948,,,,,,,,,,,,1.1830780948,,Cul3,1
4642,,,,,,,,,,,2.6822862802,,2.6822862802,,Cdh1,1
4643,,,,,,,,,,,-2.781515148,,-2.781515148,,Abcc9,1
4644,,,,,,,,,,,2.0547022313,,2.0547022313,,Gm38411,1
4645,1.1086430654,,,,,,,,,,,,1.1086430654,,Tm9sf3,1
4647,,,,,,,,,,,-1.4608821149,,-1.4608821149,,Slit1,1
4648,0.5476780537,,,,,,,,,,,,0.5476780537,,Cacybp,1
4649,,,,,-0.9120925871,,,,,,,,-0.9120925871,,Gdf3,1
4650,,,,,-1.0055575757,,,,,,,,-1.0055575757,,5031439G07Rik,1
4651,-0.7736802931,,,,,,,,,,,,-0.7736802931,,Zfp68,1
4652,-2.1218256563,,,,,,,,,,,,-2.1218256563,,Son,1
4653,,,,,,,,,,,1.308553892,,1.308553892,,Fbxo27,1
4654,,,,,-0.6114057693,,,,,,,,-0.6114057693,,Setx,1
4655,-3.2680494073,,,,,,,,,,,,-3.2680494073,,Polr2f,1
4656,,,,,,,,,,,0.7450346447,,0.7450346447,,Sytl5,1
4657,2.4497760673,,,,,,,,,,,,2.4497760673,,Rab32,1
4658,,,,,,,,,,,1.0909965573,,1.0909965573,,Mamstr,1
4659,-0.798819038,,,,,,,,,,,,-0.798819038,,Nfe2l1,1
4660,-0.6675415135,,,,,,,,,,,,-0.6675415135,,Abhd10,1
4661,,,,,,,,,,,0.449042682,,0.449042682,,Tmed5,1
4662,-1.749719943,,,,,,,,,,,,-1.749719943,,Usp19,1
4663,-0.7826857094,,,,,,,,,,,,-0.7826857094,,Crb3,1
4664,-1.8484722371,,,,,,,,,,,,-1.8484722371,,Pold3,1
4665,,,,,,,,,,,0.6990766305,,0.6990766305,,Naaa,1
4666,1.3168567834,,,,,,,,,,,,1.3168567834,,Tfg,1
4667,,,-0.3846112629,,,,,,,,,,-0.3846112629,,Pcbd1,1
4668,1.9940789861,,,,,,,,,,,,1.9940789861,,D17H6S56E-5,1
4669,,,,,,,,,,,-2.3831574785,,-2.3831574785,,Hnf1a,1
4670,,,,,,,,,,,0.8705486636,,0.8705486636,,Gm44950,1
4671,,,,,,,,,,,-1.0533459704,,-1.0533459704,,Gm13710,1
4672,,,,,,,,,,,0.6041998393,,0.6041998393,,9130023H24Rik,1
4673,,,,,,,,,,,2.4026373677,,2.4026373677,,Cd2,1
4674,,,,,,,,,,,2.6792329304,,2.6792329304,,Gm8104,1
4675,-2.3924523326,,,,,,,,,,,,-2.3924523326,,Cox6a1,1
4676,,,,,,,,,,,0.8082136084,,0.8082136084,,Rps4x-ps,1
4677,,,,,,,,,,,7.5444260697,,7.5444260697,,Igkv13-84,1
4678,,,,,-1.3577564294,,,,,,,,-1.3577564294,,Map4k5,1
4679,1.5856861853,,,,,,,,,,,,1.5856861853,,Srf,1
4680,1.5503662336,,,,,,,,,,,,1.5503662336,,Cd274,1
4681,,,,,,,,,,,-2.9026595993,,-2.9026595993,,Gm16741,1
4682,,,,,,,,,,,0.45553333,,0.45553333,,Gm14303,1
4683,,,,,,,,,,,-3.038665878,,-3.038665878,,Gm44745,1
4684,-1.6569724265,,,,,,,,,,,,-1.6569724265,,Abhd16a,1
4686,,,,,,,,,,,-1.1130630294,,-1.1130630294,,Tesc,1
4687,,,,,,,,,,,1.8367529663,,1.8367529663,,Gm17641,1
4688,,,,,,,,,,,1.2643082189,,1.2643082189,,Cysltr1,1
4689,,,,,,,,,,,0.6635172781,,0.6635172781,,Ctf1,1
4690,,,,,,,,,,,-1.94985888,,-1.94985888,,Dnah9,1
4691,,,,,0.4369566157,,,,,,,,0.4369566157,,Ssr4,1
4692,2.2832855175,,,,,,,,,,,,2.2832855175,,Tlk2,1
4693,,,,,-0.9807181503,,,,,,,,-0.9807181503,,Retreg2,1
4694,,,,,,,,,,,-1.2294261899,,-1.2294261899,,Gm43360,1
4695,,,,,-1.0957915982,,,,,,,,-1.0957915982,,Rcc1l,1
4696,,,,,,,,,,,-1.7069910049,,-1.7069910049,,Slit3,1
4697,-1.3953052343,,,,,,,,,,,,-1.3953052343,,Eif2ak4,1
4698,4.0140866139,,,,,,,,,,,,4.0140866139,,Sh3d19,1
4699,1.0357082403,,,,,,,,,,,,1.0357082403,,Mynn,1
4700,-0.8438502362,,,,,,,,,,,,-0.8438502362,,Poc5,1
4701,,,,,,,,,,,5.8145312844,,5.8145312844,,Ighv14-2,1
4702,,,,,,,,,,,0.5615105446,,0.5615105446,,Abi2,1
4703,,,,,,,,,,,-0.772734114,,-0.772734114,,Cenpe,1
4704,1.1197541346,,,,,,,,,,,,1.1197541346,,Eif4a1,1
4705,,,,,,,,,,,0.4437694021,,0.4437694021,,Gm10275,1
4706,,,,,,,,,,,-1.3099785936,,-1.3099785936,,Cd5l,1
4707,-1.6723532118,,,,,,,,,,,,-1.6723532118,,Ddx54,1
4708,,,,,-1.1288747628,,,,,,,,-1.1288747628,,Faf1,1
4709,,,,,,,,,,,1.5370653927,,1.5370653927,,Nfasc,1
4710,,,,,,,,,,,1.2130765614,,1.2130765614,,Pcdhb20,1
4711,-1.9507113534,,,,,,,,,,,,-1.9507113534,,Atp5j2,1
4712,,,,,,,,,,,1.6102840379,,1.6102840379,,Gm19739,1
4713,,,,,,,,,,,1.8231175388,,1.8231175388,,Gm25908,1
4714,,,,,,,,,,,0.8773025813,,0.8773025813,,Hs3st1,1
4715,,,,,-3.4480938984,,,,,,,,-3.4480938984,,Gm36638,1
4716,,,,,,,,,,,0.5796003126,,0.5796003126,,Gm9385,1
4717,,,,,,,,,,,-1.2470300592,,-1.2470300592,,Ctrl,1
4718,,,,,,,,,,,0.4028644712,,0.4028644712,,Tnfrsf1b,1
4719,,,,,,,,,,,-1.5558344487,,-1.5558344487,,D230022J07Rik,1
4720,-0.7675780931,,,,,,,,,,,,-0.7675780931,,Cysrt1,1
4721,,,,,,,,,,,2.0560724424,,2.0560724424,,Sema6a,1
4722,-2.8884905864,,,,,,,,,,,,-2.8884905864,,Klf13,1
4723,,,,,,,,,,,0.4601534904,,0.4601534904,,Tmem106b,1
4724,,,,,0.6313634946,,,,,,,,0.6313634946,,Irak4,1
4725,,,-0.2864433323,,,,,,,,,,-0.2864433323,,Gm14435,1
4726,,,,,,,,,,,-0.7767272718,,-0.7767272718,,Kif24,1
4727,,,-0.4347705406,,,,,,,,,,-0.4347705406,,Usp18,1
4728,,,,,-1.7042821655,,,,,,,,-1.7042821655,,Sh2b3,1
4729,-1.0575869628,,,,,,,,,,,,-1.0575869628,,Hagh,1
4730,,,,,,,,,,,-1.8037517722,,-1.8037517722,,Ppfia2,1
4731,,,,,,,,,,,-2.1950288448,,-2.1950288448,,Gm25855,1
4732,,,,,,,,,,0.3700878863,,,0.3700878863,,Tmem181c-ps,1
4733,,,,,,,,,,,0.9987020016,,0.9987020016,,Fzd1,1
4734,,,-0.4971667151,,,,,,,,,,-0.4971667151,,BC023829,1
4735,0.6188169988,,,,,,,,,,,,0.6188169988,,Capzb,1
4736,,,,,,,,,,,-0.6488958942,,-0.6488958942,,Cdt1,1
4737,4.2879877,,,,,,,,,,,,4.2879877,,Ctnnb1,1
4739,,,,,,,,,,,1.3978125138,,1.3978125138,,Gm44947,1
4740,,,,,,,,,,,2.3769196492,,2.3769196492,,Gm17501,1
4741,,,,,,,,,,,2.1926285166,,2.1926285166,,Gm15448,1
4742,,,,,,,,-4.134589258,,,,,-4.134589258,,Gm19994,1
4743,,,,,,,,,0.5790935573,,,,0.5790935573,,Cd247,1
4744,0.1786152274,,,,,,,,,,,,0.1786152274,,Nectin3,1
4745,,,-0.2948703296,,,,,,,,,,-0.2948703296,,Pglyrp1,1
4746,,,-0.2962736695,,,,,,,,,,-0.2962736695,,Gm14440,1
4747,,,,,,,,,,-0.548099061,,,-0.548099061,,Mettl18,1
4748,,,,,,,,,,,1.2479456469,,1.2479456469,,Tpbgl,1
4749,,,,,,,,,,,1.1548004421,,1.1548004421,,Nmur1,1
4750,,,,,,,,,,,-1.4968501436,,-1.4968501436,,Necab1,1
4751,,,,,,,,,,,-1.7056849786,,-1.7056849786,,Spta1,1
4752,-3.9993860806,,,,,,,,,,,,-3.9993860806,,Wwox,1
4753,,,,,,,,,,,-1.1520199458,,-1.1520199458,,Tulp2,1
4754,,,,,,,,,,,-1.6546153575,,-1.6546153575,,Kcnh6,1
4755,-0.1890499785,,,,,,,,,,,,-0.1890499785,,C1qtnf3,1
4756,,,,,,,,,,,-1.9887890798,,-1.9887890798,,Rag1,1
4757,,,,,,,,,,,-0.6506154158,,-0.6506154158,,Crocc,1
4758,-0.2351947326,,,,,,,,,,,,-0.2351947326,,Jarid2,1
4759,-1.9546509501,,,,,,,,,,,,-1.9546509501,,Vars,1
4760,,,,,,,,,,,0.5482848231,,0.5482848231,,G3bp2,1
4761,-0.8106195965,,,,,,,,,,,,-0.8106195965,,Napb,1
4762,0.5040347375,,,,,,,,,,,,0.5040347375,,Sep15,1
4763,,,,0.9651539658,,,,,,,,,0.9651539658,,Rin2,1
4764,,,,,,,,,,,-1.2403049396,,-1.2403049396,,Gm23966,1
4765,,,,,,,,,,,,-0.3356839338,-0.3356839338,,Fam53b,1
4766,-1.4264060743,,,,,,,,,,,,-1.4264060743,,Slc50a1,1
4767,,,,3.4404977084,,,,,,,,,3.4404977084,,Cxcr4,1
4768,,,,,,,,,,,0.4374534936,,0.4374534936,,Otub2,1
4769,3.80923495,,,,,,,,,,,,3.80923495,,Usp14,1
4770,,,,,-1.0576630449,,,,,,,,-1.0576630449,,Tspan5,1
4771,2.1266005604,,,,,,,,,,,,2.1266005604,,Fam60a,1
4772,,,,,,,,,,,2.5967327494,,2.5967327494,,4930417H01Rik,1
4773,-1.8209626946,,,,,,,,,,,,-1.8209626946,,Clk3,1
4774,,,,,,,,,,,-1.976445018,,-1.976445018,,Gm24191,1
4775,,,,,,,,,,,-2.5448869035,,-2.5448869035,,Slc4a1,1
4776,,,,,,,,,,,-0.6938990358,,-0.6938990358,,Lrp4,1
4777,0.7567410875,,,,,,,,,,,,0.7567410875,,Pigx,1
4778,-0.6335469909,,,,,,,,,,,,-0.6335469909,,Igf2bp3,1
4779,,,,,,,,,,,-1.6690071182,,-1.6690071182,,Tespa1,1
4780,,,,,,,,,,,-1.2124200015,,-1.2124200015,,Loxl2,1
4781,,,,,,,,,,,0.9191917667,,0.9191917667,,Fads6,1
4782,,,,,,,,,,,-1.1576978,,-1.1576978,,Gm35572,1
4783,,,,,-5.3512936587,,,,,,,,-5.3512936587,,Htr7,1
4784,,,,,,,-1.02387623301667,,,,,,-1.02387623301667,,Uqcc2,1
4785,0.9937595221,,,,,,,,,,,,0.9937595221,,Ankrd10,1
4786,-0.3386099975,,,,,,,,,,,,-0.3386099975,,Idh3b,1
4787,1.2262993703,,,,,,,,,,,,1.2262993703,,St6galnac4,1
4788,,,,,,,,,,,4.4944320056,,4.4944320056,,Igkv5-43,1
4789,,,,0.7269141197,,,,,,,,,0.7269141197,,Cyp2j6,1
4790,,,,,,,,,,,-1.2869458668,,-1.2869458668,,Gm23119,1
4791,-1.4801480479,,,,,,,,,,,,-1.4801480479,,Hyi,1
4792,-0.5126004825,,,,,,,,,,,,-0.5126004825,,Ndufb11,1
4794,,,,,3.8275406141,,,,,,,,3.8275406141,,Zfp977,1
4795,,,,,,,,,,,-0.5455002229,,-0.5455002229,,Tk1,1
4796,-1.5403979463,,,,,,,,,,,,-1.5403979463,,Ranbp3,1
4797,,,,,,,,,,,0.8026923042,,0.8026923042,,Prom1,1
4798,,,,,,,,,,,1.1327553481,,1.1327553481,,Gm17954,1
4799,,,,,,,-0.943639701900004,,,,,,-0.943639701900004,,Higd1a,1
4800,,,,,,,,,,,1.0987451179,,1.0987451179,,Lgmn,1
4801,,,,,8.9357259578,,,,,,,,8.9357259578,,Igkv16-104,1
4802,,,,,,,,,,,-1.5216462945,,-1.5216462945,,Gm37738,1
4803,,,,-1.3224120174,,,,,,,,,-1.3224120174,,Apitd1,1
4804,,,,,,,,,,,-1.2523935585,,-1.2523935585,,Depp1,1
4805,0.9264938345,,,,,,,,,,,,0.9264938345,,Nrbf2,1
4806,2.5146960754,,,,,,,,,,,,2.5146960754,,Thoc2,1
4807,,,,,-1.0342593492,,,,,,,,-1.0342593492,,Psip1,1
4808,-0.7558918487,,,,,,,,,,,,-0.7558918487,,Myb,1
4809,,,,,,,,,,,-1.4508691684,,-1.4508691684,,Gm37685,1
4810,,,,,,,-0.743501744308339,,,,,,-0.743501744308339,,Ccdc43,1
4811,,,,,,,,,,,1.7062827633,,1.7062827633,,Acox2,1
4812,,,,,-0.8239012597,,,,,,,,-0.8239012597,,Zfp512b,1
4813,,,-0.2782948335,,,,,,,,,,-0.2782948335,,Slfn10-ps,1
4814,0.4253346583,,,,,,,,,,,,0.4253346583,,Chmp1b,1
4815,,,,,,,,,,,-2.1525797378,,-2.1525797378,,Gm14086,1
4816,-1.3222034699,,,,,,,,,,,,-1.3222034699,,Ccdc25,1
4817,-0.9530666701,,,,,,,,,,,,-0.9530666701,,Esyt1,1
4818,,,,,,,,,,,1.797695069,,1.797695069,,Gm17743,1
4819,,,,-1.4534886989,,,,,,,,,-1.4534886989,,Ifngr2,1
4820,1.7417562309,,,,,,,,,,,,1.7417562309,,Slc39a6,1
4821,-2.5742989739,,,,,,,,,,,,-2.5742989739,,Ccdc84,1
4822,,,,,,,,,,,-2.5031736565,,-2.5031736565,,Muc4,1
4823,0.874523158,,,,,,,,,,,,0.874523158,,Gimap1,1
4824,,,,,,,,,,,-0.4064083679,,-0.4064083679,,Dennd4b,1
4825,,,,,,,,,,,-2.2321271715,,-2.2321271715,,Mir6909,1
4826,-0.4511928425,,,,,,,,,,,,-0.4511928425,,Slc3a2,1
4827,-0.8456792611,,,,,,,,,,,,-0.8456792611,,Ubqln4,1
4828,,,,1.5562671491,,,,,,,,,1.5562671491,,Zc3h6,1
4829,-0.91999494,,,,,,,,,,,,-0.91999494,,H2-Q9,1
4830,,,,,3.4542662122,,,,,,,,3.4542662122,,Ccl2,1
4831,,,,,,,,,,,0.5219719898,,0.5219719898,,Marcks,1
4832,-2.3170632696,,,,,,,,,,,,-2.3170632696,,Chchd10,1
4834,,,,,,,,,,,-1.7370597712,,-1.7370597712,,Sgpp2,1
4835,-1.1738737993,,,,,,,,,,,,-1.1738737993,,Wdfy2,1
4836,,,,,-0.6397697691,,,,,,,,-0.6397697691,,Scpep1,1
4837,0.9219801175,,,,,,,,,,,,0.9219801175,,Dazap2,1
4838,-0.9241324099,,,,,,,,,,,,-0.9241324099,,Pan2,1
4839,1.2002665128,,,,,,,,,,,,1.2002665128,,Nsa2,1
4840,,,,1.0273951163,,,,,,,,,1.0273951163,,Dmd,1
4842,,,,0.9726815925,,,,,,,,,0.9726815925,,Sulf2,1
4843,-1.3960995064,,,,,,,,,,,,-1.3960995064,,Brd8,1
4845,0.5380687913,,,,,,,,,,,,0.5380687913,,Fbxl3,1
4846,,,,,,,-1.35162219584167,,,,,,-1.35162219584167,,C330018D20Rik,1
4847,1.2029746435,,,,,,,,,,,,1.2029746435,,Hspa4l,1
4848,,,,,,,,,,,-1.7713066181,,-1.7713066181,,Lin28b,1
4849,,,,,,,,,,,1.7791208738,,1.7791208738,,G6pd2,1
4850,,,,,,,,,,-0.3077034852,,,-0.3077034852,,Kbtbd3,1
4851,-0.2048895359,,,,,,,,,,,,-0.2048895359,,Anxa9,1
4852,0.9725361662,,,,,,,,,,,,0.9725361662,,Utp18,1
4853,-1.1782449526,,,,,,,,,,,,-1.1782449526,,Wdr90,1
4854,,,,,,,,,,,-3.0386675566,,-3.0386675566,,Adgrf1,1
4855,,,,,-0.4497615153,,,,,,,,-0.4497615153,,Cat,1
4856,,,,-1.1885402887,,,,,,,,,-1.1885402887,,Atic,1
4857,,,,,,,,,,,-0.9912579625,,-0.9912579625,,Nrip2,1
4858,,,,,,,,,,,-2.008585029,,-2.008585029,,A3galt2,1
4859,0.2625149014,,,,,,,,,,,,0.2625149014,,Cdk9,1
4860,,,,,,,,,-0.68315458,,,,-0.68315458,,Tnfrsf13c,1
4861,,,,,,,,,,,-0.394741555,,-0.394741555,,Phf14,1
4862,,,,,,,,,,,-1.3664885051,,-1.3664885051,,Gm37820,1
4863,,,,,,,,,,,0.5294523425,,0.5294523425,,Klhl9,1
4864,,,,,,,,,,,1.3977261467,,1.3977261467,,Gm5883,1
4865,,,,,,,,,,,0.3753848204,,0.3753848204,,Ifih1,1
4866,,,,,,,,,,,-2.3518526125,,-2.3518526125,,Pde1a,1
4867,,,,1.2898284006,,,,,,,,,1.2898284006,,Rap1gap2,1
4868,,,,,-0.8413735614,,,,,,,,-0.8413735614,,Amfr,1
4869,,,,,,,,,,,-1.1992905429,,-1.1992905429,,Angpt2,1
4870,0.9260537812,,,,,,,,,,,,0.9260537812,,Cnbp,1
4871,,,,,0.6982494827,,,,,,,,0.6982494827,,Bgn,1
4872,,0.5638726187,,,,,,,,,,,0.5638726187,,Neat1,1
4873,,,,,,,,,,,0.7282268456,,0.7282268456,,Dll4,1
4874,,,,,,,,,,,1.4858481737,,1.4858481737,,Zfp345,1
4875,-0.1537254973,,,,,,,,,,,,-0.1537254973,,Vmn1r47,1
4876,,,,,,,,,,,-1.9311517049,,-1.9311517049,,Kcnj16,1
4877,,,,,,,,,,,-1.8742392926,,-1.8742392926,,Gm13543,1
4878,-1.2111051593,,,,,,,,,,,,-1.2111051593,,Tm7sf2,1
4879,1.2024992943,,,,,,,,,,,,1.2024992943,,Tab3,1
4880,,,,,,,,,,,-1.1795935334,,-1.1795935334,,Ccdc9b,1
4881,,,,,,,,,0.6046571685,,,,0.6046571685,,Jund,1
4882,,,,,,,,,,,0.7024377825,,0.7024377825,,Tmem246,1
4883,,,,,,,,,,,1.2041388871,,1.2041388871,,Tdh,1
4884,,,,,,,,,,,-0.3736923312,,-0.3736923312,,Rgs19,1
4885,,,,,-0.3509155521,,,,,,,,-0.3509155521,,Etv6,1
4886,,,,,-0.790162757,,,,,,,,-0.790162757,,Smad3,1
4887,-0.7351925477,,,,,,,,,,,,-0.7351925477,,Ctdsp1,1
4888,,,,,,,,,,,2.4273086691,,2.4273086691,,Klrk1,1
4889,,,,,,,,,,,-0.9967846342,,-0.9967846342,,Vcam1,1
4890,-1.8671603516,,,,,,,,,,,,-1.8671603516,,Cdk16,1
4891,-1.3718594238,,,,,,,,,,,,-1.3718594238,,Psenen,1
4892,-0.2231081146,,,,,,,,,,,,-0.2231081146,,Lrp10,1
4893,3.0893947834,,,,,,,,,,,,3.0893947834,,Zfx,1
4895,3.4769303314,,,,,,,,,,,,3.4769303314,,Dnaja2,1
4896,,,,,,,,,,,-0.3669662952,,-0.3669662952,,Mex3a,1
4897,-1.4276703586,,,,,,,,,,,,-1.4276703586,,Pck2,1
4898,,,,,,,,,,,-0.4315417274,,-0.4315417274,,Nuf2,1
4899,,,,,,,,,,,-2.151113832,,-2.151113832,,Gm43417,1
4900,,,,,,,,,,,-2.0102324734,,-2.0102324734,,Gm16758,1
4901,,,,,,,,,,,1.7408310666,,1.7408310666,,Gm12996,1
4902,,,,,,,,,,,0.4746813502,,0.4746813502,,Nomo1,1
4903,,,,,-2.3233640939,,,,,,,,-2.3233640939,,Cst7,1
4904,,,,,,,,,,,0.5481759808,,0.5481759808,,Ociad2,1
4905,,,,,6.679985748,,,,,,,,6.679985748,,Cyp2s1,1
4906,,,,,,,,,,,-1.4121214723,,-1.4121214723,,Polr2k-ps,1
4907,,,,,,,,,,,-0.8599294288,,-0.8599294288,,Col1a2,1
4908,-2.7177121373,,,,,,,,,,,,-2.7177121373,,Akr1b10,1
4910,,,,,,,,,,,0.6565671037,,0.6565671037,,Rfk,1
4911,,,,,,,,,,,1.2302677153,,1.2302677153,,1810041H14Rik,1
4912,,,,,,,,,,,-4.0234401858,,-4.0234401858,,Rnu1a1,1
4913,,,,,,,,,,,1.2276437676,,1.2276437676,,Arnt2,1
4914,,,,,,,,,,,1.2636124729,,1.2636124729,,Bvht,1
4915,,,,,,,,,,,-0.7519935069,,-0.7519935069,,Zfp831,1
4916,,,,,,,,,,,1.0238378251,,1.0238378251,,Sptbn4,1
4917,,,,,,,-1.19194936636667,,,,,,-1.19194936636667,,Rpl11,1
4918,,,,,,,,,,,0.5380137118,,0.5380137118,,Tfpi,1
4919,,,,,,,,,,,-0.4690632516,,-0.4690632516,,Taok3,1
4920,,,,,-7.6088295546,,,,,,,,-7.6088295546,,Abca13,1
4921,,,,,-5.120844167,,,,,,,,-5.120844167,,Epha5,1
4922,-1.9833855613,,,,,,,,,,,,-1.9833855613,,Rpl36,1
4925,,,,,,,,,,,-1.2133704372,,-1.2133704372,,BC046401,1
4926,,,,-0.9138103557,,,,,,,,,-0.9138103557,,Ints8,1
4927,-1.0738284323,,,,,,,,,,,,-1.0738284323,,Tomm34,1
4928,-0.9048138474,,,,,,,,,,,,-0.9048138474,,Cox15,1
4929,,,,,-1.0319591435,,,,,,,,-1.0319591435,,Fbxw8,1
4930,0.4082605526,,,,,,,,,,,,0.4082605526,,Ppif,1
4931,3.5049660068,,,,,,,,,,,,3.5049660068,,Mat2b,1
4932,2.2646221375,,,,,,,,,,,,2.2646221375,,Tnfaip8,1
4933,,,,,-2.353830262,,,,,,,,-2.353830262,,Pilrb2,1
4934,-1.7342706015,,,,,,,,,,,,-1.7342706015,,Mrpl41,1
4935,,,,,,,,,,,0.7682000603,,0.7682000603,,Dach2,1
4936,,,,,,,,,,,1.0055972276,,1.0055972276,,Klrg2,1
4937,,,,,-0.6773482427,,,,,,,,-0.6773482427,,Dync1h1,1
4938,,,,,,,,,,,-1.6869928318,,-1.6869928318,,Gm11713,1
4939,1.9488616391,,,,,,,,,,,,1.9488616391,,Adcy9,1
4940,-0.9849185761,,,,,,,,,,,,-0.9849185761,,Pxn,1
4941,,,,,,,,,,,-1.2482869217,,-1.2482869217,,Gm38318,1
4942,1.241646663,,,,,,,,,,,,1.241646663,,Pip4k2a,1
4943,-0.8044561317,,,,,,,,,,,,-0.8044561317,,BC147527,1
4944,-2.6501957991,,,,,,,,,,,,-2.6501957991,,Srek1,1
4945,-0.7336698575,,,,,,,,,,,,-0.7336698575,,Ubxn4,1
4947,,,,,,,,,,,0.5576505576,,0.5576505576,,Gm7536,1
4948,,,,,,,,,,,-1.2640736049,,-1.2640736049,,Fbln2,1
4949,-1.5503209674,,,,,,,,,,,,-1.5503209674,,Gpsm3,1
4950,-1.4118218494,,,,,,,,,,,,-1.4118218494,,Stk11,1
4951,3.3943412639,,,,,,,,,,,,3.3943412639,,Tmed2,1
4954,,,,,0.4474661267,,,,,,,,0.4474661267,,Srgn,1
4955,,,,,7.2313169989,,,,,,,,7.2313169989,,Col11a1,1
4956,-1.1600603925,,,,,,,,,,,,-1.1600603925,,Anapc5,1
4959,,,,1.1986418038,,,,,,,,,1.1986418038,,Shtn1,1
4960,,,,,,,,-0.6994767197,,,,,-0.6994767197,,Ldlr,1
4961,-1.520097976,,,,,,,,,,,,-1.520097976,,Nfkb2,1
4962,,,,,,,,,,,0.4896029377,,0.4896029377,,Gm37305,1
4963,,,,,-0.6998480185,,,,,,,,-0.6998480185,,Rere,1
4964,0.7864651087,,,,,,,,,,,,0.7864651087,,Pgam1,1
4965,,,,,,,,,,,-2.4568425687,,-2.4568425687,,6720464F23Rik,1
4966,,,,,,,,,,0.656307908,,,0.656307908,,Pea15a,1
4967,,,,,,,,,,,2.2773149864,,2.2773149864,,Arx,1
4968,,,,,,,,,,-0.6784957884,,,-0.6784957884,,Tmem71,1
4969,1.444346345,,,,,,,,,,,,1.444346345,,H2-K1,1
4972,-1.770777863,,,,,,,,,,,,-1.770777863,,Timm13,1
4973,,,,,,,,,,,-1.3609120771,,-1.3609120771,,Snord49b,1
4974,,,,,,,,,,,-0.7646903708,,-0.7646903708,,Pik3cd,1
4975,-1.1030051688,,,,,,,,,,,,-1.1030051688,,Cnot2,1
4976,1.5242765301,,,,,,,,,,,,1.5242765301,,Yipf4,1
4977,,,,,-0.7519671751,,,,,,,,-0.7519671751,,Anp32b,1
4978,,,,,,,,,,,3.3640925907,,3.3640925907,,Cd163l1,1
4979,,,,,,,,,,,1.0577617682,,1.0577617682,,Kcnj2,1
4980,0.942663551,,,,,,,,,,,,0.942663551,,Cstf2,1
4981,1.3905416828,,,,,,,,,,,,1.3905416828,,Smad7,1
4982,,,,,,,,,,,-0.5802815045,,-0.5802815045,,Sec24d,1
4983,,,,,,,,,,,-0.8047388812,,-0.8047388812,,Scara5,1
